location,latitude,longitude,forecast_issue_time,target_time,forecast_time_hours,start_step_hours,end_step_hours,control_forecast,ensemble_mean,ensemble_median,ensemble_min,ensemble_max,ensemble_spread,observed_rainfall_mm,control_error,ensemble_mean_error,absolute_control_error,absolute_ensemble_mean_error,event_significant,bust,bust_type
Chennai,13.0827,80.2707,2000-02-06,2000-02-09 03:00:00,72,72,75,0.0,0.002,0.0,0.0,0.01,0.01,0.0514984130859375,-0.0514984130859375,-0.0494984130859375,0.0514984130859375,0.0494984130859375,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-09 09:00:00,78,78,81,0.0,0.124,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0104904174804687,-0.0104904174804687,0.1135095825195313,0.0104904174804687,0.1135095825195313,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-09 15:00:00,84,84,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-09 21:00:00,90,90,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-10 03:00:00,96,96,99,0.0,0.006,0.0,0.0,0.03,0.03,0.0,0.0,0.006,0.0,0.006,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-10 09:00:00,102,102,105,0.0,0.02,0.0,0.0,0.1,0.1,0.0152587890625,-0.0152587890625,0.0047412109375,0.0152587890625,0.0047412109375,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-10 15:00:00,108,108,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-10 21:00:00,114,114,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-11 03:00:00,120,120,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,-0.0119209289550781,-0.0119209289550781,0.0119209289550781,0.0119209289550781,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-11 09:00:00,126,126,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0276565551757812,-0.0276565551757812,-0.0276565551757812,0.0276565551757812,0.0276565551757812,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-11 15:00:00,132,132,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-11 21:00:00,138,138,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-12 03:00:00,144,144,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-12 09:00:00,150,150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.1139640808105468,-0.1139640808105468,-0.1139640808105468,0.1139640808105468,0.1139640808105468,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-12 15:00:00,156,156,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-12 21:00:00,162,162,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-13 03:00:00,168,168,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-13 09:00:00,174,174,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-13 15:00:00,180,180,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-13 21:00:00,186,186,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-14 03:00:00,192,192,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-14 09:00:00,198,198,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-14 15:00:00,204,204,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-14 21:00:00,210,210,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-15 03:00:00,216,216,219,0.0,0.01,0.0,0.0,0.05,0.05,0.0014305114746093,-0.0014305114746093,0.0085694885253907,0.0014305114746093,0.0085694885253907,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-15 09:00:00,222,222,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-15 15:00:00,228,228,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-06,2000-02-15 21:00:00,234,234,237,0.0,0.036,0.0,0.0,0.18,0.18,0.0209808349609375,-0.0209808349609375,0.0150191650390624,0.0209808349609375,0.0150191650390624,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-24 03:00:00,0,0,3,9.52,9.52,9.52,9.52,9.52,0.0,1.7862319946289062,7.733768005371093,7.733768005371093,7.733768005371093,7.733768005371093,True,1,magnitude_error
Chennai,13.0827,80.2707,2000-02-24,2000-02-24 09:00:00,6,6,9,6.2,6.88,6.2,2.9000000000000004,10.9,8.0,2.7561187744140625,3.4438812255859377,4.123881225585937,3.4438812255859377,4.123881225585937,True,1,magnitude_error
Chennai,13.0827,80.2707,2000-02-24,2000-02-24 15:00:00,12,12,15,4.3500000000000005,3.516,2.1,0.6000000000000001,9.2,8.6,1.1043548583984375,3.245645141601563,2.4116451416015625,3.245645141601563,2.4116451416015625,True,1,magnitude_error
Chennai,13.0827,80.2707,2000-02-24,2000-02-24 21:00:00,18,18,21,0.12,0.644,0.1,0.0,3.0,3.0,1.0709762573242188,-0.9509762573242188,-0.4269762573242187,0.9509762573242188,0.4269762573242187,True,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-25 03:00:00,24,24,27,2.03,3.306,3.4000000000000004,1.5,5.2,3.7,0.7724761962890625,1.2575238037109373,2.533523803710937,1.2575238037109373,2.533523803710937,True,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-25 09:00:00,30,30,33,0.8,0.664,0.8,0.06,1.06,1.0,0.7042884826660156,0.0957115173339844,-0.0402884826660155,0.0957115173339844,0.0402884826660155,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-25 15:00:00,36,36,39,0.67,0.518,0.67,0.02,1.0,0.98,0.3066062927246094,0.3633937072753906,0.2113937072753906,0.3633937072753906,0.2113937072753906,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-25 21:00:00,42,42,45,2.85,2.228,2.85,0.0,3.88,3.88,1.002788543701172,1.847211456298828,1.225211456298828,1.847211456298828,1.225211456298828,True,1,magnitude_error
Chennai,13.0827,80.2707,2000-02-24,2000-02-26 03:00:00,48,48,51,1.52,0.996,0.96,0.0,1.8,1.8,0.9746551513671876,0.5453448486328124,0.0213448486328123,0.5453448486328124,0.0213448486328123,True,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-26 09:00:00,54,54,57,0.01,0.248,0.01,0.0,1.19,1.19,2.323150634765625,-2.313150634765625,-2.075150634765625,2.313150634765625,2.075150634765625,True,1,missed_event
Chennai,13.0827,80.2707,2000-02-24,2000-02-26 15:00:00,60,60,63,0.01,0.008,0.0,0.0,0.03,0.03,0.049591064453125,-0.039591064453125,-0.041591064453125,0.039591064453125,0.041591064453125,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-26 21:00:00,66,66,69,0.07,0.254,0.0,0.0,1.2000000000000002,1.2000000000000002,1.194000244140625,-1.124000244140625,-0.940000244140625,1.124000244140625,0.940000244140625,True,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-27 03:00:00,72,72,75,0.04,0.29,0.1,0.01,1.1,1.09,0.6089210510253906,-0.5689210510253906,-0.3189210510253906,0.5689210510253906,0.3189210510253906,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-27 09:00:00,78,78,81,0.0,0.186,0.0,0.0,0.92,0.92,1.3213157653808594,-1.3213157653808594,-1.1353157653808594,1.3213157653808594,1.1353157653808594,True,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-27 15:00:00,84,84,87,0.01,0.004,0.0,0.0,0.01,0.01,1.6856193542480469,-1.6756193542480469,-1.6816193542480469,1.6756193542480469,1.6816193542480469,True,1,missed_event
Chennai,13.0827,80.2707,2000-02-24,2000-02-27 21:00:00,90,90,93,0.0,0.366,0.0,0.0,1.73,1.73,0.3490447998046875,-0.3490447998046875,0.0169552001953124,0.3490447998046875,0.0169552001953124,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-28 03:00:00,96,96,99,0.0,0.02,0.0,0.0,0.1,0.1,0.3352165222167969,-0.3352165222167969,-0.3152165222167968,0.3352165222167969,0.3152165222167968,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-28 09:00:00,102,102,105,0.0,0.0,0.0,0.0,0.0,0.0,0.225067138671875,-0.225067138671875,-0.225067138671875,0.225067138671875,0.225067138671875,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-28 15:00:00,108,108,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-28 21:00:00,114,114,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-29 03:00:00,120,120,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0014305114746093,-0.0014305114746093,-0.0014305114746093,0.0014305114746093,0.0014305114746093,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-29 09:00:00,126,126,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-29 15:00:00,132,132,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-02-29 21:00:00,138,138,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-01 03:00:00,144,144,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-01 09:00:00,150,150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-01 15:00:00,156,156,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-01 21:00:00,162,162,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-02 03:00:00,168,168,171,0.0,0.0,0.0,0.0,0.0,0.0,0.003814697265625,-0.003814697265625,-0.003814697265625,0.003814697265625,0.003814697265625,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-02 09:00:00,174,174,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-02 15:00:00,180,180,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-02 21:00:00,186,186,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-03 03:00:00,192,192,195,0.0,0.006,0.0,0.0,0.03,0.03,0.0,0.0,0.006,0.0,0.006,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-03 09:00:00,198,198,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-03 15:00:00,204,204,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-03 21:00:00,210,210,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-04 03:00:00,216,216,219,0.0,0.008,0.0,0.0,0.04,0.04,0.0,0.0,0.008,0.0,0.008,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-04 09:00:00,222,222,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-04 15:00:00,228,228,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-02-24,2000-03-04 21:00:00,234,234,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-13 03:00:00,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-13 09:00:00,6,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-13 15:00:00,12,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-13 21:00:00,18,18,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-14 03:00:00,24,24,27,0.0,0.0,0.0,0.0,0.0,0.0,0.003814697265625,-0.003814697265625,-0.003814697265625,0.003814697265625,0.003814697265625,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-14 09:00:00,30,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-14 15:00:00,36,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-14 21:00:00,42,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-15 03:00:00,48,48,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0033378601074218,-0.0033378601074218,-0.0033378601074218,0.0033378601074218,0.0033378601074218,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-15 09:00:00,54,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-15 15:00:00,60,60,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-15 21:00:00,66,66,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-16 03:00:00,72,72,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0019073486328125,-0.0019073486328125,-0.0019073486328125,0.0019073486328125,0.0019073486328125,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-16 09:00:00,78,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-16 15:00:00,84,84,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-16 21:00:00,90,90,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-17 03:00:00,96,96,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0014305114746093,-0.0014305114746093,-0.0014305114746093,0.0014305114746093,0.0014305114746093,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-17 09:00:00,102,102,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-17 15:00:00,108,108,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-17 21:00:00,114,114,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-18 03:00:00,120,120,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-18 09:00:00,126,126,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-18 15:00:00,132,132,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-18 21:00:00,138,138,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-19 03:00:00,144,144,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-19 09:00:00,150,150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-19 15:00:00,156,156,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-19 21:00:00,162,162,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-20 03:00:00,168,168,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-20 09:00:00,174,174,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-20 15:00:00,180,180,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-20 21:00:00,186,186,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 03:00:00,192,192,195,0.0,0.002,0.0,0.0,0.01,0.01,0.0,0.0,0.002,0.0,0.002,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 09:00:00,198,198,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 15:00:00,204,204,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-21 21:00:00,210,210,213,0.0,0.004,0.0,0.0,0.02,0.02,0.0009536743164062,-0.0009536743164062,0.0030463256835938,0.0009536743164062,0.0030463256835938,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 03:00:00,216,216,219,0.0,0.02,0.0,0.0,0.1,0.1,0.0009536743164062,-0.0009536743164062,0.0190463256835938,0.0009536743164062,0.0190463256835938,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 09:00:00,222,222,225,0.0,0.002,0.0,0.0,0.01,0.01,0.0,0.0,0.002,0.0,0.002,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 15:00:00,228,228,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-13,2000-03-22 21:00:00,234,234,237,0.0,0.006,0.0,0.0,0.03,0.03,0.0,0.0,0.006,0.0,0.006,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 03:00:00,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 09:00:00,6,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 15:00:00,12,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,-0.0104904174804687,-0.0104904174804687,0.0104904174804687,0.0104904174804687,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-03-31 21:00:00,18,18,21,0.01,0.03,0.0,0.0,0.14,0.14,0.0600814819335937,-0.0500814819335937,-0.0300814819335937,0.0500814819335937,0.0300814819335937,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 03:00:00,24,24,27,0.25,0.8240000000000001,0.25,0.0,3.54,3.54,1.2946128845214844,-1.0446128845214844,-0.4706128845214843,1.0446128845214844,0.4706128845214843,True,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 09:00:00,30,30,33,0.11,0.062,0.0,0.0,0.2,0.2,1.033782958984375,-0.923782958984375,-0.971782958984375,0.923782958984375,0.971782958984375,True,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 15:00:00,36,36,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0324249267578125,-0.0324249267578125,-0.0324249267578125,0.0324249267578125,0.0324249267578125,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-01 21:00:00,42,42,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0805854797363281,-0.0805854797363281,-0.0805854797363281,0.0805854797363281,0.0805854797363281,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 03:00:00,48,48,51,0.03,0.006,0.0,0.0,0.03,0.03,0.0061988830566406,0.0238011169433593,-0.0001988830566405,0.0238011169433593,0.0001988830566405,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 09:00:00,54,54,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,-0.0052452087402343,-0.0052452087402343,0.0052452087402343,0.0052452087402343,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 15:00:00,60,60,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-02 21:00:00,66,66,69,0.0,0.01,0.0,0.0,0.05,0.05,0.0810623168945312,-0.0810623168945312,-0.0710623168945312,0.0810623168945312,0.0710623168945312,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 03:00:00,72,72,75,0.01,0.002,0.0,0.0,0.01,0.01,0.0538825988769531,-0.043882598876953,-0.051882598876953,0.043882598876953,0.051882598876953,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 09:00:00,78,78,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0524520874023437,-0.0524520874023437,-0.0524520874023437,0.0524520874023437,0.0524520874023437,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 15:00:00,84,84,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-03 21:00:00,90,90,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,-0.0133514404296875,-0.0133514404296875,0.0133514404296875,0.0133514404296875,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 03:00:00,96,96,99,0.03,0.01,0.0,0.0,0.03,0.03,0.1616477966308593,-0.1316477966308593,-0.1516477966308592,0.1316477966308593,0.1516477966308592,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 09:00:00,102,102,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0371932983398437,-0.0371932983398437,-0.0371932983398437,0.0371932983398437,0.0371932983398437,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 15:00:00,108,108,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-04 21:00:00,114,114,117,0.01,0.008,0.0,0.0,0.03,0.03,0.0,0.01,0.008,0.01,0.008,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 03:00:00,120,120,123,0.0,0.032,0.0,0.0,0.09,0.09,0.0429153442382812,-0.0429153442382812,-0.0109153442382812,0.0429153442382812,0.0109153442382812,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 09:00:00,126,126,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0352859497070312,-0.0352859497070312,-0.0352859497070312,0.0352859497070312,0.0352859497070312,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 15:00:00,132,132,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-05 21:00:00,138,138,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,-0.0052452087402343,-0.0052452087402343,0.0052452087402343,0.0052452087402343,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-06 03:00:00,144,144,147,0.03,0.006,0.0,0.0,0.03,0.03,0.0514984130859375,-0.0214984130859375,-0.0454984130859375,0.0214984130859375,0.0454984130859375,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-06 09:00:00,150,150,153,0.0,0.0,0.0,0.0,0.0,0.0,0.003814697265625,-0.003814697265625,-0.003814697265625,0.003814697265625,0.003814697265625,False,0,normal
Chennai,13.0827,80.2707,2000-03-31,2000-04-06 15:00:00,156,156,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,normal
